Date,Close
2021-06-01 00:00:00-04:00,50.97999954223633
2021-06-02 00:00:00-04:00,50.790000915527344
2021-06-03 00:00:00-04:00,48.70000076293945
2021-06-04 00:00:00-04:00,50.18000030517578
2021-06-07 00:00:00-04:00,50.7599983215332
2021-06-08 00:00:00-04:00,49.880001068115234
2021-06-09 00:00:00-04:00,49.13999938964844
2021-06-10 00:00:00-04:00,49.54999923706055
2021-06-11 00:00:00-04:00,50.0099983215332
2021-06-14 00:00:00-04:00,50.77000045776367
2021-06-15 00:00:00-04:00,49.29999923706055
2021-06-16 00:00:00-04:00,48.88999938964844
2021-06-17 00:00:00-04:00,49.70000076293945
2021-06-18 00:00:00-04:00,49.70000076293945
2021-06-21 00:00:00-04:00,48.119998931884766
2021-06-22 00:00:00-04:00,49.04999923706055
2021-06-23 00:00:00-04:00,50.5099983215332
2021-06-24 00:00:00-04:00,50.81999969482422
2021-06-25 00:00:00-04:00,51.72999954223633
2021-06-28 00:00:00-04:00,51.11000061035156
2021-06-29 00:00:00-04:00,50.7599983215332
2021-06-30 00:00:00-04:00,50.119998931884766
2021-07-01 00:00:00-04:00,50.59000015258789
2021-07-02 00:00:00-04:00,51.709999084472656
2021-07-06 00:00:00-04:00,50.79999923706055
2021-07-07 00:00:00-04:00,48.68000030517578
2021-07-08 00:00:00-04:00,47.54999923706055
2021-07-09 00:00:00-04:00,49.06999969482422
2021-07-12 00:00:00-04:00,48.40999984741211
2021-07-13 00:00:00-04:00,48.08000183105469
2021-07-14 00:00:00-04:00,47.150001525878906
2021-07-15 00:00:00-04:00,46.41999816894531
2021-07-16 00:00:00-04:00,46.189998626708984
2021-07-19 00:00:00-04:00,45.560001373291016
2021-07-20 00:00:00-04:00,46.31999969482422
2021-07-21 00:00:00-04:00,47.52000045776367
2021-07-22 00:00:00-04:00,47.56999969482422
2021-07-23 00:00:00-04:00,47.459999084472656
2021-07-26 00:00:00-04:00,46.810001373291016
2021-07-27 00:00:00-04:00,45.81999969482422
2021-07-28 00:00:00-04:00,46.13999938964844
2021-07-29 00:00:00-04:00,44.689998626708984
2021-07-30 00:00:00-04:00,43.459999084472656
2021-08-02 00:00:00-04:00,43.4900016784668
2021-08-03 00:00:00-04:00,42.790000915527344
2021-08-04 00:00:00-04:00,41.810001373291016
2021-08-05 00:00:00-04:00,43.06999969482422
2021-08-06 00:00:00-04:00,44.279998779296875
2021-08-09 00:00:00-04:00,43.25
2021-08-10 00:00:00-04:00,43.5
2021-08-11 00:00:00-04:00,43.08000183105469
2021-08-12 00:00:00-04:00,42.72999954223633
2021-08-13 00:00:00-04:00,42.220001220703125
2021-08-16 00:00:00-04:00,41.5
2021-08-17 00:00:00-04:00,41.0
2021-08-18 00:00:00-04:00,40.880001068115234
2021-08-19 00:00:00-04:00,39.86000061035156
2021-08-20 00:00:00-04:00,39.95000076293945
2021-08-23 00:00:00-04:00,41.0
2021-08-24 00:00:00-04:00,40.16999816894531
2021-08-25 00:00:00-04:00,41.54999923706055
2021-08-26 00:00:00-04:00,40.619998931884766
2021-08-27 00:00:00-04:00,40.689998626708984
2021-08-30 00:00:00-04:00,39.59000015258789
2021-08-31 00:00:00-04:00,39.13999938964844
2021-09-01 00:00:00-04:00,40.619998931884766
2021-09-02 00:00:00-04:00,41.400001525878906
2021-09-03 00:00:00-04:00,40.31999969482422
2021-09-07 00:00:00-04:00,40.95000076293945
2021-09-08 00:00:00-04:00,40.06999969482422
2021-09-09 00:00:00-04:00,40.349998474121094
2021-09-10 00:00:00-04:00,39.88999938964844
2021-09-13 00:00:00-04:00,40.06999969482422
2021-09-14 00:00:00-04:00,39.0099983215332
2021-09-15 00:00:00-04:00,38.47999954223633
